Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor
Éxito,830,2025-04-05,32686,470.89,3.0,EDIFACT,,Desincronización de reloj,1388.23,FTPS,VAN,Media,Mal encoding,Sí,No,SIMTEL
Éxito,856,2025-02-26,31253,422.98,43.0,EDIFACT,R/3,Timeout,1404.28,FTPS,Legacy,Baja,Error de autenticación,Sí,Sí,EPICOR
Éxito,850,2025-12-23,11445,503.2,25.0,EDIFACT,410,Sin respuesta,737.07,AS2,VAN,Media,Duplicado,No,Sí,VAN
Éxito,810,2025-04-05,4006,396.41,42.0,EDIFACT,S4HANA,Sin respuesta,1339.61,API,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,SAP
Falla,856,2025-05-10,22981,412.35,36.0,X12,R/3,Desincronización de reloj,805.51,AS2,SAP,Baja,Duplicado,Sí,Sí,LEGACY
Éxito,830,2025-05-31,25260,593.65,44.0,X12,410,Desincronización de reloj,1266.98,API,WEBEDI,Media,Fallo en unidades de medida,Sí,No,SIMTEL
Falla,830,2025-08-28,19622,,13.0,EDIFACT,SAP PI,Timeout,809.86,AS2,Legacy,Media,Documento parcialmente transmitido,Sí,Sí,VAN
Éxito,810,2025-12-05,13862,515.71,39.0,X12,R/3,Formato inválido,594.48,AS2,SAP,Alta,Mal encoding,Sí,Sí,SAP
Éxito,850,2025-02-08,17344,561.03,19.0,X12,ECC6.0,Formato inválido,946.94,FTPS,Legacy,Media,Error de autenticación,Sí,No,SIMTEL
Éxito,856,2025-11-24,18993,708.84,16.0,X12,410,Formato inválido,1007.81,API,WEBEDI,Baja,Mal encoding,Sí,No,EPICOR
Falla,810,2025-08-21,20564,494.16,42.0,EDIFACT,410,Error de autenticación,1446.25,OFTP,Legacy,Baja,Error de autenticación,Sí,No,SIMTEL
Falla,850,2025-05-22,18922,413.31,30.0,EDIFACT,SAP PI,Formato inválido,799.21,API,SAP,Baja,Certificado expirado,Sí,Sí,LEGACY
Falla,862,2025-08-07,33060,553.58,39.0,X12,410,Timeout,1136.67,API,SAP,Media,Certificado expirado,Sí,Sí,VAN
Falla,862,2025-12-21,7261,583.52,35.0,X12,S4HANA,Sin respuesta,1077.58,AS2,SAP,Baja,Formato no soportado,No,Sí,SEEBURGER
Éxito,850,2025-12-08,10604,593.37,2.0,X12,ECC6.0,Sin respuesta,1621.32,API,SAP,Media,Fallo en unidades de medida,Sí,No,VAN
Falla,830,2025-06-15,14582,,1.0,EDIFACT,,Formato inválido,863.48,OFTP,SAP,Media,Mal encoding,No,Sí,SAP
Falla,830,2025-05-12,19981,599.49,48.0,EDIFACT,S4HANA,Error de autenticación,1303.27,SFTP,SAP,Baja,Duplicado,No,Sí,SIMTEL
Éxito,862,2025-03-24,17286,552.0,45.0,X12,SAP PI,Sin respuesta,1528.5,API,SAP,Media,Formato no soportado,Sí,No,EPICOR
Éxito,830,2025-02-07,29090,563.59,3.0,X12,SAP PI,Error de autenticación,1095.04,API,Legacy,Baja,Desincronización de reloj,Sí,Sí,SEEBURGER
Falla,830,2025-05-22,1859,541.08,26.0,EDIFACT,ECC6.0,Formato inválido,1328.24,OFTP,SAP,Alta,Duplicado,Sí,No,SIMTEL
Éxito,850,2025-02-01,32462,,28.0,EDIFACT,,Error de autenticación,1022.31,AS2,SAP,Media,Mal encoding,No,Sí,EPICOR
Falla,850,2025-07-15,7454,328.15,27.0,EDIFACT,SAP PI,Desincronización de reloj,1260.42,AS2,Legacy,Alta,Formato no soportado,No,Sí,VAN
Éxito,830,2025-07-18,2577,394.67,,EDIFACT,R/3,Desincronización de reloj,1593.33,API,Legacy,Baja,Mal encoding,No,Sí,SEEBURGER
Falla,850,2025-06-20,15589,581.98,43.0,X12,ECC6.0,Desincronización de reloj,1626.01,API,SAP,Media,Falta un campo mandatorio,Sí,Sí,SEEBURGER
Falla,856,2025-01-31,8737,456.23,24.0,X12,ECC6.0,Timeout,1308.04,API,SAP,Media,Certificado expirado,Sí,Sí,SAP
Falla,862,2025-05-13,7172,513.62,35.0,EDIFACT,R/3,Timeout,987.66,SFTP,SAP,Alta,Certificado expirado,Sí,Sí,VAN
Falla,856,2025-05-16,23700,656.33,34.0,EDIFACT,ECC6.0,Formato inválido,1034.04,API,Legacy,Media,Fallo en unidades de medida,Sí,Sí,SAP
Falla,856,2025-04-02,23649,608.37,24.0,X12,SAP PI,Error de autenticación,1181.1,AS2,Legacy,Media,Certificado expirado,Sí,Sí,SIMTEL
Éxito,830,2025-08-14,28180,282.7,6.0,X12,S4HANA,Error de autenticación,1711.81,API,Legacy,Baja,Documento parcialmente transmitido,Sí,No,SIMTEL
Falla,830,2025-02-05,6475,573.02,31.0,EDIFACT,410,Desincronización de reloj,1104.04,AS2,SAP,Baja,Falta un campo mandatorio,Sí,Sí,SAP
Falla,856,2025-09-09,5028,505.61,,X12,S4HANA,Desincronización de reloj,1308.83,API,SAP,Alta,Duplicado,No,Sí,SIMTEL
Falla,856,2025-04-13,20187,434.42,36.0,X12,ECC6.0,Desincronización de reloj,1799.84,AS2,SAP,Media,Certificado expirado,Sí,No,EPICOR
Falla,810,2025-11-09,13793,467.25,29.0,X12,R/3,Error de autenticación,978.65,AS2,WEBEDI,Media,Desincronización de reloj,Sí,Sí,SEEBURGER
Falla,810,2025-07-21,11297,468.64,,EDIFACT,ECC6.0,Error de autenticación,1447.89,FTPS,Legacy,Baja,Fallo en unidades de medida,No,Sí,VAN
Éxito,862,2025-04-02,2576,,,X12,ECC6.0,Desincronización de reloj,1049.79,OFTP,SAP,Baja,Desincronización de reloj,Sí,Sí,VAN
Éxito,856,2025-11-27,21933,524.45,15.0,EDIFACT,ECC6.0,Error de autenticación,910.41,FTPS,VAN,Alta,Documento parcialmente transmitido,No,Sí,VAN
Falla,850,2025-09-09,18213,717.66,33.0,EDIFACT,410,Timeout,1160.43,SFTP,SAP,Baja,Fallo en unidades de medida,Sí,No,EPICOR
Éxito,810,2025-02-25,15934,601.59,25.0,X12,ECC6.0,Formato inválido,1358.08,AS2,Legacy,Media,Desincronización de reloj,No,Sí,VAN
Falla,830,2025-03-15,29309,297.38,16.0,EDIFACT,ECC6.0,Desincronización de reloj,768.38,API,WEBEDI,Alta,Certificado expirado,No,Sí,SAP
Éxito,856,2025-10-04,4978,529.13,21.0,EDIFACT,ECC6.0,Sin respuesta,1544.11,FTPS,SAP,Media,Falta un campo mandatorio,Sí,Sí,EPICOR
Éxito,850,2025-08-09,8625,,37.0,X12,R/3,Timeout,1520.03,SFTP,SAP,Baja,Fallo en unidades de medida,No,Sí,SAP
Falla,850,2025-04-22,18887,400.51,45.0,X12,SAP PI,Desincronización de reloj,1346.89,API,SAP,Media,Mal encoding,No,Sí,EPICOR
Éxito,850,2025-11-11,30955,378.91,17.0,EDIFACT,ECC6.0,Desincronización de reloj,1013.47,OFTP,Legacy,Baja,Formato no soportado,No,Sí,SAP
Éxito,830,2025-11-26,26653,589.77,34.0,X12,ECC6.0,Error de autenticación,1425.53,AS2,Legacy,Baja,Error de autenticación,Sí,No,SAP
Falla,810,2025-02-24,26403,510.49,13.0,EDIFACT,ECC6.0,Timeout,1502.17,API,SAP,Baja,Mal encoding,Sí,No,SEEBURGER
Falla,850,2025-08-15,24271,452.27,34.0,X12,410,Formato inválido,1058.34,AS2,SAP,Baja,Duplicado,No,Sí,VAN
Éxito,810,2025-05-13,27604,560.25,43.0,EDIFACT,R/3,Sin respuesta,1088.18,FTPS,Legacy,Alta,Mal encoding,Sí,Sí,EPICOR
Éxito,862,2025-02-22,16203,711.73,15.0,X12,S4HANA,Desincronización de reloj,1075.0,API,SAP,Baja,Documento parcialmente transmitido,Sí,Sí,SIMTEL
Éxito,830,2025-01-18,4322,525.8,41.0,EDIFACT,SAP PI,Formato inválido,1035.68,API,VAN,Alta,Mal encoding,Sí,No,SIMTEL
Falla,810,2025-02-07,32944,529.14,22.0,X12,ECC6.0,Sin respuesta,1340.99,SFTP,Legacy,Baja,Formato no soportado,Sí,No,LEGACY
Éxito,810,2025-02-06,11158,497.84,4.0,X12,S4HANA,Formato inválido,1495.1,API,SAP,Alta,Formato no soportado,Sí,No,VAN
Éxito,850,2025-10-20,12918,460.78,49.0,X12,S4HANA,Error de autenticación,1433.11,AS2,Legacy,Alta,Documento parcialmente transmitido,No,Sí,VAN
Éxito,850,2025-05-09,28358,,47.0,EDIFACT,410,,1335.98,AS2,VAN,Media,Error de autenticación,Sí,Sí,SEEBURGER
Falla,830,2025-08-17,14440,480.74,39.0,EDIFACT,410,Desincronización de reloj,988.73,API,WEBEDI,Baja,Error de autenticación,No,Sí,VAN
Falla,810,2025-01-10,20265,549.99,23.0,EDIFACT,S4HANA,Sin respuesta,1190.83,API,Legacy,Alta,Certificado expirado,Sí,No,SAP
Falla,856,2025-09-12,10187,650.06,13.0,EDIFACT,ECC6.0,Desincronización de reloj,1572.19,FTPS,Legacy,Baja,Certificado expirado,Sí,Sí,EPICOR
Falla,850,2025-03-18,27215,574.48,8.0,EDIFACT,SAP PI,Sin respuesta,1655.01,API,Legacy,Alta,Documento parcialmente transmitido,No,Sí,SEEBURGER
Éxito,850,2025-12-01,3917,372.63,1.0,X12,ECC6.0,Formato inválido,901.63,SFTP,Legacy,Media,Mal encoding,No,Sí,LEGACY
Falla,862,2025-11-24,27433,366.78,41.0,EDIFACT,R/3,Desincronización de reloj,1234.05,AS2,Legacy,Media,Formato no soportado,No,Sí,EPICOR
Éxito,830,2025-01-01,27230,625.33,17.0,EDIFACT,R/3,Timeout,1858.42,FTPS,Legacy,Baja,Documento parcialmente transmitido,No,Sí,SEEBURGER
Éxito,810,2025-01-20,21134,488.78,17.0,X12,R/3,Sin respuesta,1080.82,API,Legacy,Alta,Error de autenticación,Sí,Sí,SAP
Éxito,810,2025-12-07,3643,526.08,8.0,EDIFACT,ECC6.0,Error de autenticación,1333.66,API,SAP,Baja,Error de autenticación,Sí,Sí,SAP
Éxito,810,2025-07-19,21273,420.81,3.0,EDIFACT,,Formato inválido,1722.02,AS2,SAP,Baja,Fallo en unidades de medida,Sí,No,SEEBURGER
Falla,850,2025-05-17,33127,561.61,29.0,EDIFACT,S4HANA,Error de autenticación,1429.35,AS2,Legacy,Media,Certificado expirado,No,Sí,SIMTEL
Falla,830,2025-03-19,27201,688.79,22.0,EDIFACT,S4HANA,Formato inválido,1431.14,AS2,VAN,Media,Error de autenticación,No,Sí,SAP
Falla,810,2025-12-25,23200,515.16,43.0,EDIFACT,ECC6.0,Timeout,1067.1,FTPS,VAN,Alta,Formato no soportado,Sí,Sí,SAP
Falla,856,2025-06-18,26878,,2.0,X12,ECC6.0,Error de autenticación,1106.14,SFTP,Legacy,Alta,Falta un campo mandatorio,No,Sí,LEGACY
Falla,862,2025-07-20,11735,624.55,2.0,X12,SAP PI,Formato inválido,777.71,FTPS,SAP,Media,Certificado expirado,Sí,Sí,EPICOR
Éxito,862,2025-10-22,1708,668.01,48.0,X12,R/3,Error de autenticación,1548.88,API,WEBEDI,Baja,Error de autenticación,No,Sí,SAP
Falla,810,2025-01-02,12347,432.07,17.0,X12,ECC6.0,Formato inválido,1188.62,FTPS,SAP,Alta,Mal encoding,Sí,No,SEEBURGER
Falla,850,2025-09-21,10165,541.36,9.0,X12,SAP PI,Timeout,1109.14,AS2,SAP,Baja,Falta un campo mandatorio,No,Sí,SAP
Falla,862,2025-12-29,19523,627.51,33.0,X12,SAP PI,Desincronización de reloj,1403.56,FTPS,Legacy,Alta,Falta un campo mandatorio,No,Sí,VAN
Falla,862,2025-09-09,23012,655.41,29.0,EDIFACT,410,Formato inválido,1267.52,OFTP,SAP,Media,Fallo en unidades de medida,Sí,Sí,VAN
Éxito,862,2025-09-02,26212,457.63,29.0,EDIFACT,R/3,Sin respuesta,865.2,FTPS,SAP,Baja,Fallo en unidades de medida,Sí,No,SIMTEL
Éxito,862,2025-08-12,32830,432.98,44.0,X12,S4HANA,Desincronización de reloj,1136.79,SFTP,SAP,Alta,Error de autenticación,No,Sí,EPICOR
Éxito,810,2025-07-26,16747,484.5,6.0,X12,ECC6.0,Error de autenticación,1651.16,AS2,Legacy,Media,Desincronización de reloj,No,Sí,SIMTEL
Éxito,830,2025-02-05,5857,467.92,43.0,X12,410,Error de autenticación,1081.44,AS2,Legacy,Baja,Formato no soportado,Sí,Sí,EPICOR
Éxito,830,2025-10-04,27247,472.13,6.0,EDIFACT,410,Error de autenticación,1099.88,SFTP,SAP,Alta,Fallo en unidades de medida,Sí,No,LEGACY
Falla,850,2025-04-26,26534,541.2,37.0,EDIFACT,SAP PI,Sin respuesta,680.93,OFTP,VAN,Alta,Certificado expirado,No,Sí,VAN
Éxito,856,2025-01-02,7525,445.92,45.0,X12,S4HANA,Sin respuesta,1235.53,API,Legacy,Media,Duplicado,Sí,No,VAN
Éxito,830,2025-07-16,31893,655.92,1.0,X12,410,Sin respuesta,1255.92,API,Legacy,Media,Formato no soportado,No,Sí,VAN
Éxito,856,2025-12-19,9106,459.53,16.0,EDIFACT,R/3,Sin respuesta,1556.9,API,SAP,Alta,Formato no soportado,No,Sí,VAN
Falla,830,2025-09-04,2937,439.88,11.0,EDIFACT,410,Sin respuesta,1343.7,SFTP,Legacy,Alta,Falta un campo mandatorio,No,Sí,LEGACY
Falla,830,2025-03-04,13264,383.02,22.0,EDIFACT,SAP PI,,1170.04,AS2,Legacy,Media,Desincronización de reloj,Sí,Sí,LEGACY
Éxito,850,2025-10-18,24260,625.73,34.0,EDIFACT,410,Desincronización de reloj,1505.63,OFTP,WEBEDI,Media,Fallo en unidades de medida,No,Sí,EPICOR
Falla,862,2025-10-02,28225,370.66,1.0,X12,SAP PI,Desincronización de reloj,1277.64,AS2,SAP,Baja,Formato no soportado,Sí,Sí,VAN
Falla,850,2025-07-03,30319,545.74,13.0,EDIFACT,410,Error de autenticación,1244.25,API,Legacy,Alta,Error de autenticación,No,Sí,EPICOR
Éxito,830,2025-06-20,14505,569.46,49.0,EDIFACT,R/3,Sin respuesta,1674.25,AS2,Legacy,Alta,Mal encoding,No,Sí,VAN
Falla,862,2025-12-16,10199,208.36,46.0,EDIFACT,ECC6.0,Timeout,1257.64,API,WEBEDI,Alta,Formato no soportado,Sí,Sí,SAP
Falla,862,2025-06-05,12298,,49.0,EDIFACT,ECC6.0,Error de autenticación,1193.66,API,Legacy,Baja,Duplicado,No,Sí,SIMTEL
Falla,862,2025-07-25,24132,462.22,42.0,X12,410,Error de autenticación,1311.14,SFTP,Legacy,Media,Mal encoding,No,Sí,VAN
Éxito,856,2025-01-29,28460,689.45,28.0,X12,S4HANA,Formato inválido,1020.43,SFTP,WEBEDI,Alta,Duplicado,No,Sí,SEEBURGER
Éxito,830,2025-11-20,26522,462.24,49.0,EDIFACT,ECC6.0,Error de autenticación,1778.99,AS2,SAP,Media,Duplicado,No,Sí,LEGACY
Éxito,810,2025-11-28,4282,,13.0,EDIFACT,410,Error de autenticación,965.11,API,SAP,Baja,Mal encoding,No,Sí,SEEBURGER
Falla,850,2025-02-16,1944,425.02,38.0,EDIFACT,ECC6.0,Error de autenticación,1652.27,API,SAP,Baja,Documento parcialmente transmitido,No,Sí,VAN
Éxito,856,2025-07-07,18002,,30.0,X12,SAP PI,Formato inválido,1419.33,FTPS,Legacy,Baja,Mal encoding,Sí,Sí,SAP
Falla,850,2025-10-01,11233,436.49,36.0,X12,410,Timeout,1344.16,API,Legacy,Alta,Desincronización de reloj,No,Sí,SEEBURGER
Falla,810,2025-06-24,31101,432.79,4.0,X12,410,Sin respuesta,1291.85,OFTP,Legacy,Alta,Duplicado,Sí,No,SIMTEL
Falla,862,2025-02-11,12463,428.51,14.0,X12,ECC6.0,Formato inválido,1327.32,AS2,VAN,Media,Fallo en unidades de medida,Sí,No,LEGACY
Éxito,810,2025-08-24,2067,428.4,36.0,X12,R/3,Sin respuesta,1605.55,AS2,WEBEDI,Baja,Mal encoding,Sí,Sí,LEGACY
Éxito,850,2025-05-29,21487,461.88,23.0,EDIFACT,410,Desincronización de reloj,1155.86,API,SAP,Media,Mal encoding,Sí,No,SIMTEL
Éxito,810,2025-11-28,19821,595.08,5.0,EDIFACT,,Error de autenticación,1660.8,API,VAN,Baja,Error de autenticación,No,Sí,EPICOR
Éxito,830,2025-04-14,5684,387.89,46.0,X12,R/3,Error de autenticación,1002.23,OFTP,SAP,Alta,Duplicado,Sí,Sí,VAN
Falla,810,2025-04-01,9427,435.3,15.0,EDIFACT,R/3,Error de autenticación,924.07,API,SAP,Media,Desincronización de reloj,Sí,Sí,SAP
Éxito,830,2025-10-11,11345,448.03,23.0,X12,R/3,Error de autenticación,1727.41,AS2,Legacy,Alta,Error de autenticación,No,Sí,LEGACY
Falla,810,2025-01-21,22456,499.99,8.0,EDIFACT,S4HANA,Timeout,1032.19,API,WEBEDI,Media,Duplicado,No,Sí,EPICOR
Éxito,830,2025-07-16,7302,,11.0,X12,S4HANA,Sin respuesta,1061.22,API,VAN,Alta,Desincronización de reloj,Sí,Sí,EPICOR
Éxito,830,2025-12-05,15297,,7.0,EDIFACT,R/3,Formato inválido,1095.8,FTPS,VAN,Media,Documento parcialmente transmitido,Sí,Sí,SIMTEL
Éxito,810,2025-04-08,17522,558.32,23.0,EDIFACT,S4HANA,Formato inválido,1456.88,API,SAP,Alta,Desincronización de reloj,Sí,Sí,SIMTEL
Falla,856,2025-06-03,22275,,45.0,EDIFACT,R/3,Timeout,1081.13,AS2,SAP,Baja,Duplicado,Sí,No,VAN
Falla,862,2025-12-23,22700,523.86,46.0,EDIFACT,SAP PI,Timeout,1318.86,SFTP,SAP,Baja,Mal encoding,No,Sí,SAP
Falla,862,2025-07-19,7001,640.44,41.0,X12,SAP PI,Desincronización de reloj,497.73,AS2,SAP,Baja,Certificado expirado,Sí,Sí,EPICOR
Falla,862,2025-02-24,31167,385.69,27.0,EDIFACT,410,Sin respuesta,759.71,AS2,VAN,Alta,Formato no soportado,Sí,Sí,SEEBURGER
Falla,830,2025-11-19,6903,444.25,31.0,X12,410,Error de autenticación,995.05,SFTP,SAP,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER
Éxito,862,2025-12-19,24872,418.34,47.0,X12,R/3,Error de autenticación,1018.09,FTPS,Legacy,Media,Desincronización de reloj,Sí,No,SIMTEL
Falla,830,2025-07-03,6282,482.86,40.0,X12,R/3,Timeout,276.35,AS2,WEBEDI,Baja,Mal encoding,No,Sí,SAP
Falla,856,2025-09-07,4187,658.37,2.0,EDIFACT,S4HANA,Timeout,1097.8,AS2,VAN,Baja,Desincronización de reloj,Sí,No,VAN
Falla,810,2025-02-13,17016,719.94,44.0,X12,410,Formato inválido,1158.84,API,SAP,Baja,Certificado expirado,No,Sí,SIMTEL
Falla,810,2025-11-20,19088,595.46,,X12,S4HANA,Formato inválido,1647.22,AS2,SAP,Media,Certificado expirado,No,Sí,SAP
Éxito,830,2025-08-13,6557,490.2,31.0,EDIFACT,ECC6.0,Timeout,1129.2,API,WEBEDI,Baja,Fallo en unidades de medida,Sí,No,SAP
Falla,830,2025-04-08,31107,612.0,8.0,X12,R/3,Desincronización de reloj,580.06,FTPS,Legacy,Media,Mal encoding,No,Sí,SAP
Éxito,856,2025-03-13,12630,648.31,1.0,EDIFACT,410,Desincronización de reloj,1273.3,OFTP,VAN,Alta,Documento parcialmente transmitido,Sí,No,SEEBURGER
Éxito,862,2025-01-19,8558,,25.0,X12,,Error de autenticación,1354.28,FTPS,Legacy,Alta,Duplicado,No,Sí,SAP
Éxito,856,2025-04-09,33331,486.64,17.0,X12,S4HANA,Desincronización de reloj,971.38,AS2,SAP,Media,Documento parcialmente transmitido,No,Sí,VAN
Falla,810,2025-01-13,26482,489.3,30.0,EDIFACT,SAP PI,Error de autenticación,1764.31,API,Legacy,Baja,Formato no soportado,No,Sí,EPICOR
Éxito,810,2025-10-31,13600,434.17,24.0,X12,R/3,Desincronización de reloj,1593.9,API,SAP,Baja,Fallo en unidades de medida,No,Sí,SEEBURGER
Falla,862,2025-05-03,17356,475.48,31.0,EDIFACT,,Desincronización de reloj,977.83,AS2,Legacy,Alta,Desincronización de reloj,Sí,Sí,SEEBURGER
Falla,810,2025-09-08,15079,420.07,13.0,X12,R/3,Timeout,1680.78,API,SAP,Baja,Formato no soportado,Sí,No,SAP
Falla,830,2025-07-19,23598,493.56,15.0,EDIFACT,SAP PI,Desincronización de reloj,1547.47,API,SAP,Media,Falta un campo mandatorio,Sí,No,EPICOR
Falla,810,2025-02-02,6684,497.69,26.0,EDIFACT,R/3,Error de autenticación,1025.19,API,SAP,Baja,Fallo en unidades de medida,No,Sí,LEGACY
Falla,850,2025-10-04,22099,413.64,32.0,EDIFACT,SAP PI,Sin respuesta,1247.41,FTPS,Legacy,Media,Falta un campo mandatorio,Sí,No,VAN
Éxito,862,2025-11-26,21964,768.54,45.0,X12,SAP PI,Sin respuesta,526.73,FTPS,SAP,Media,Mal encoding,No,Sí,SEEBURGER
Éxito,862,2025-06-07,17827,529.61,35.0,X12,S4HANA,Formato inválido,1276.45,AS2,SAP,Media,Documento parcialmente transmitido,Sí,No,SEEBURGER
Falla,862,2025-09-13,32561,629.24,16.0,X12,R/3,Error de autenticación,1315.1,AS2,Legacy,Media,Error de autenticación,No,Sí,EPICOR
Éxito,850,2025-10-01,18197,620.06,9.0,EDIFACT,SAP PI,Timeout,1591.77,AS2,Legacy,Media,Duplicado,Sí,Sí,SEEBURGER
Falla,856,2025-08-19,9855,694.3,19.0,X12,SAP PI,Timeout,1246.13,AS2,Legacy,Media,Documento parcialmente transmitido,No,Sí,VAN
Éxito,830,2025-01-09,19413,409.3,40.0,X12,S4HANA,Formato inválido,1193.96,API,WEBEDI,Baja,Documento parcialmente transmitido,Sí,No,EPICOR
Éxito,862,2025-01-19,14081,445.47,40.0,X12,R/3,Sin respuesta,1428.37,API,SAP,Baja,Falta un campo mandatorio,Sí,Sí,SIMTEL
Éxito,810,2025-06-23,30862,,46.0,EDIFACT,ECC6.0,,1303.57,API,Legacy,Baja,Documento parcialmente transmitido,Sí,No,SAP
Éxito,830,2025-01-29,23381,338.24,45.0,X12,SAP PI,Desincronización de reloj,1249.54,AS2,Legacy,Media,Documento parcialmente transmitido,Sí,No,SIMTEL
Éxito,810,2025-06-22,11258,399.03,3.0,X12,,Formato inválido,1286.06,AS2,WEBEDI,Alta,Duplicado,Sí,No,SEEBURGER
Falla,830,2025-01-22,17261,484.82,26.0,EDIFACT,S4HANA,Error de autenticación,1123.25,SFTP,SAP,Alta,Duplicado,No,Sí,SEEBURGER
Falla,830,2025-07-27,6269,490.58,37.0,X12,S4HANA,Desincronización de reloj,393.6,FTPS,Legacy,Baja,Fallo en unidades de medida,No,Sí,SIMTEL
Éxito,810,2025-03-02,25452,817.5,8.0,X12,S4HANA,Desincronización de reloj,1310.29,API,WEBEDI,Baja,Documento parcialmente transmitido,No,Sí,SIMTEL
Falla,810,2025-04-19,1899,550.33,6.0,EDIFACT,R/3,Error de autenticación,876.04,FTPS,Legacy,Baja,Duplicado,No,Sí,EPICOR
Éxito,830,2025-12-01,16745,597.03,5.0,EDIFACT,ECC6.0,Timeout,752.34,SFTP,Legacy,Alta,Documento parcialmente transmitido,Sí,No,LEGACY
Falla,862,2025-12-08,24515,514.21,21.0,X12,410,Error de autenticación,1219.26,SFTP,Legacy,Alta,Desincronización de reloj,Sí,No,SEEBURGER
Éxito,810,2025-09-25,29663,,27.0,EDIFACT,S4HANA,Error de autenticación,1173.69,API,Legacy,Baja,Fallo en unidades de medida,No,Sí,LEGACY
Éxito,850,2025-08-23,18932,529.67,44.0,X12,SAP PI,Timeout,1096.58,AS2,WEBEDI,Media,Mal encoding,Sí,No,LEGACY
Éxito,850,2025-12-14,19827,338.58,38.0,EDIFACT,ECC6.0,Formato inválido,1573.49,AS2,SAP,Baja,Formato no soportado,No,Sí,SAP
Falla,830,2025-10-02,29207,,8.0,X12,ECC6.0,Timeout,1965.07,API,Legacy,Media,Duplicado,No,Sí,SIMTEL
Falla,856,2025-03-18,28873,564.8,22.0,EDIFACT,S4HANA,Desincronización de reloj,740.13,SFTP,VAN,Media,Error de autenticación,Sí,No,SEEBURGER
Éxito,830,2025-10-24,1740,441.28,23.0,X12,410,Sin respuesta,1257.19,API,Legacy,Media,Duplicado,No,Sí,SEEBURGER
Éxito,830,2025-04-30,28435,519.29,25.0,EDIFACT,S4HANA,Formato inválido,1252.73,AS2,SAP,Alta,Desincronización de reloj,No,Sí,SAP
Falla,862,2025-02-06,7965,439.8,,X12,410,Error de autenticación,1412.07,API,WEBEDI,Media,Desincronización de reloj,No,Sí,SEEBURGER
Falla,862,2025-01-19,2172,389.45,14.0,EDIFACT,S4HANA,Error de autenticación,1372.51,FTPS,Legacy,Media,Falta un campo mandatorio,No,Sí,EPICOR
Falla,856,2025-03-14,20504,548.79,41.0,X12,S4HANA,Desincronización de reloj,1447.23,API,Legacy,Alta,Formato no soportado,Sí,Sí,SEEBURGER
Falla,856,2025-09-08,25804,604.46,29.0,EDIFACT,S4HANA,Desincronización de reloj,1379.88,SFTP,SAP,Alta,Certificado expirado,Sí,No,EPICOR
Falla,856,2025-12-01,3962,604.21,17.0,X12,R/3,Formato inválido,2038.35,API,Legacy,Baja,Documento parcialmente transmitido,Sí,No,SEEBURGER
Éxito,856,2025-01-10,29470,475.88,6.0,X12,S4HANA,Formato inválido,1780.42,API,VAN,Media,Formato no soportado,No,Sí,SEEBURGER
Falla,856,2025-08-30,26478,282.42,32.0,X12,ECC6.0,Formato inválido,612.54,OFTP,SAP,Baja,Mal encoding,No,Sí,VAN
Éxito,830,2025-11-13,19991,508.83,19.0,X12,SAP PI,Desincronización de reloj,1065.57,API,Legacy,Alta,Falta un campo mandatorio,Sí,Sí,LEGACY
Éxito,830,2025-01-24,22033,626.93,27.0,X12,SAP PI,Sin respuesta,815.92,AS2,SAP,Media,Desincronización de reloj,Sí,No,LEGACY
Falla,850,2025-05-05,2588,368.52,30.0,EDIFACT,S4HANA,Timeout,1703.54,OFTP,SAP,Baja,Formato no soportado,No,Sí,SAP
Falla,850,2025-12-26,8277,678.09,33.0,X12,R/3,Desincronización de reloj,1309.91,API,SAP,Alta,Fallo en unidades de medida,No,Sí,LEGACY
Éxito,810,2025-11-29,10835,294.11,37.0,EDIFACT,S4HANA,Sin respuesta,1333.1,API,VAN,Baja,Error de autenticación,No,Sí,LEGACY
Falla,830,2025-03-08,22266,539.7,45.0,EDIFACT,S4HANA,Desincronización de reloj,1305.02,API,Legacy,Media,Certificado expirado,Sí,Sí,LEGACY
Éxito,856,2025-01-08,28142,,11.0,EDIFACT,410,Timeout,1516.1,AS2,WEBEDI,Media,Falta un campo mandatorio,No,Sí,SAP
Falla,810,2025-03-30,6625,646.82,41.0,X12,ECC6.0,Formato inválido,672.55,API,SAP,Media,Certificado expirado,Sí,Sí,EPICOR
Falla,862,2025-11-20,29985,545.9,10.0,X12,410,Sin respuesta,498.51,SFTP,VAN,Media,Documento parcialmente transmitido,No,Sí,SEEBURGER
Falla,830,2025-01-26,25444,467.47,29.0,EDIFACT,SAP PI,Formato inválido,1466.27,API,Legacy,Baja,Error de autenticación,Sí,No,VAN
Éxito,850,2025-06-07,32101,516.81,22.0,EDIFACT,R/3,Timeout,1123.06,FTPS,Legacy,Baja,Duplicado,Sí,No,SIMTEL
Falla,830,2025-02-19,30332,431.76,20.0,X12,410,Desincronización de reloj,1131.52,AS2,Legacy,Media,Desincronización de reloj,No,Sí,SEEBURGER
