Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor,multa,retrabajo (hrs)
Éxito,830,2025-01-07,25373,547.01,80.0,EDIFACT,R/3,,1984.96,AS2,SAP,Media,Fallo en unidades de medida,Sí,No,EPICOR,0.0,0.0
Éxito,830,2025-08-23,27345,538.26,79.0,X12,ECC6.0,Timeout,1953.21,API,WEBEDI,Baja,Error de autenticación,Sí,No,LEGACY,0.0,0.0
Falla,862,2025-09-12,1524,633.27,93.0,EDIFACT,R/3,Formato inválido,2297.97,API,SAP,Baja,Fallo en unidades de medida,Sí,No,SAP,279.0,4.65
Éxito,850,2025-09-13,6153,460.82,67.0,X12,R/3,Sin respuesta,1672.2,AS2,WEBEDI,Alta,Mal encoding,No,Sí,SAP,0.0,0.0
Éxito,862,2025-10-06,4249,544.17,80.0,EDIFACT,SAP PI,Timeout,1974.65,AS2,Legacy,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-01-03,20335,524.65,77.0,X12,SAP PI,Timeout,1903.82,AS2,SAP,Media,Error de autenticación,No,Sí,SAP,0.0,0.0
Éxito,810,2025-11-08,27473,499.37,73.0,X12,S4HANA,,1812.08,API,SAP,Baja,Certificado expirado,No,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-09-10,9596,532.37,78.0,X12,,Sin respuesta,1931.83,SFTP,Legacy,Baja,Error de autenticación,No,Sí,VAN,0.0,0.0
Éxito,856,2025-05-02,4858,560.2,82.0,X12,ECC6.0,Formato inválido,2032.82,API,WEBEDI,Alta,Documento parcialmente transmitido,Sí,Sí,SAP,0.0,0.0
Éxito,856,2025-04-22,13597,555.03,81.0,X12,R/3,Timeout,2014.06,API,Legacy,Media,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Falla,830,2025-10-29,9596,591.8,87.0,EDIFACT,SAP PI,Desincronización de reloj,2147.49,API,SAP,Media,Falta un campo mandatorio,No,Sí,LEGACY,261.0,4.35
Éxito,830,2025-12-04,12181,272.05,40.0,EDIFACT,SAP PI,Sin respuesta,987.2,AS2,SAP,Media,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-09-01,9584,350.45,51.0,EDIFACT,ECC6.0,Error de autenticación,1271.69,AS2,Legacy,Alta,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,862,2025-08-21,23857,521.34,76.0,EDIFACT,S4HANA,Formato inválido,1891.81,API,Legacy,Alta,Documento parcialmente transmitido,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-07-29,29743,511.59,,EDIFACT,,Desincronización de reloj,1856.43,FTPS,VAN,Media,Falta un campo mandatorio,No,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-08-15,27834,398.33,58.0,EDIFACT,R/3,,1445.44,FTPS,SAP,Alta,Desincronización de reloj,No,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-02-10,14670,466.51,68.0,X12,ECC6.0,Sin respuesta,1692.84,FTPS,Legacy,Baja,Formato no soportado,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-11-04,26040,417.35,61.0,EDIFACT,,Error de autenticación,1514.46,API,SAP,Baja,Fallo en unidades de medida,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-11-04,8570,558.77,82.0,X12,,Sin respuesta,2027.63,AS2,,Baja,Falta un campo mandatorio,No,Sí,VAN,0.0,0.0
Éxito,810,2025-01-04,27955,410.84,60.0,EDIFACT,,Formato inválido,1490.83,API,SAP,Media,Formato no soportado,Sí,No,SEEBURGER,0.0,0.0
Éxito,862,2025-05-06,23223,521.47,76.0,EDIFACT,ECC6.0,Desincronización de reloj,1892.28,OFTP,VAN,Alta,Formato no soportado,Sí,Sí,SIMTEL,0.0,0.0
Falla,856,2025-10-08,20417,602.51,88.0,X12,SAP PI,Sin respuesta,2186.35,API,SAP,Alta,Desincronización de reloj,Sí,No,SEEBURGER,264.0,4.4
Éxito,830,2025-05-23,29591,412.91,60.0,EDIFACT,410,Error de autenticación,1498.34,API,Legacy,Media,Falta un campo mandatorio,No,Sí,SAP,0.0,0.0
Éxito,810,2025-11-14,6838,365.95,53.0,X12,ECC6.0,Formato inválido,1327.94,API,WEBEDI,Baja,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-04-17,28155,504.03,74.0,EDIFACT,410,Timeout,1828.99,SFTP,SAP,Media,Desincronización de reloj,No,Sí,VAN,0.0,0.0
Éxito,862,2025-01-26,24350,329.86,48.0,EDIFACT,SAP PI,Error de autenticación,1196.98,AS2,WEBEDI,Media,Falta un campo mandatorio,No,Sí,EPICOR,0.0,0.0
Falla,810,2025-04-05,31446,660.61,97.0,EDIFACT,ECC6.0,Timeout,2397.18,SFTP,,Media,Duplicado,Sí,Sí,SIMTEL,291.0,4.85
Éxito,830,2025-03-17,22546,374.37,,X12,R/3,,1358.49,API,SAP,Alta,Duplicado,Sí,Sí,VAN,0.0,0.0
Éxito,850,2025-01-29,3558,365.08,53.0,EDIFACT,R/3,Formato inválido,1324.78,OFTP,SAP,Media,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-06-28,14639,487.7,71.0,X12,,Desincronización de reloj,1769.74,AS2,WEBEDI,Media,Desincronización de reloj,Sí,Sí,SAP,0.0,0.0
Falla,856,2025-01-19,4475,637.13,93.0,EDIFACT,410,Desincronización de reloj,2311.98,FTPS,SAP,Media,Documento parcialmente transmitido,Sí,No,LEGACY,279.0,4.65
Éxito,850,2025-01-17,28277,471.5,69.0,X12,R/3,Formato inválido,,OFTP,SAP,Media,Duplicado,Sí,Sí,LEGACY,0.0,0.0
Éxito,850,2025-12-08,17404,564.76,83.0,EDIFACT,R/3,Formato inválido,2049.37,API,SAP,Alta,Duplicado,No,Sí,SAP,0.0,0.0
Falla,856,2025-10-23,23533,594.75,,X12,R/3,Formato inválido,2158.19,AS2,SAP,Baja,Mal encoding,No,Sí,LEGACY,,
Éxito,830,2025-11-05,30543,305.52,45.0,EDIFACT,R/3,Timeout,1108.65,OFTP,SAP,Alta,Desincronización de reloj,No,Sí,VAN,0.0,0.0
Falla,850,2025-06-19,19725,715.51,105.0,EDIFACT,R/3,Timeout,2596.4,AS2,SAP,Baja,Falta un campo mandatorio,No,Sí,SEEBURGER,300.0,5.25
Éxito,810,2025-02-14,3379,437.66,64.0,EDIFACT,,Desincronización de reloj,1588.16,SFTP,Legacy,Baja,Mal encoding,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-01-26,7790,515.02,75.0,X12,ECC6.0,Error de autenticación,1868.87,API,Legacy,Media,Fallo en unidades de medida,Sí,No,SAP,0.0,0.0
Falla,862,2025-02-25,11303,601.97,88.0,EDIFACT,410,Timeout,2184.39,OFTP,Legacy,Baja,Mal encoding,No,Sí,SIMTEL,264.0,4.4
Éxito,856,2025-08-02,30039,548.63,80.0,EDIFACT,,Desincronización de reloj,1990.84,AS2,Legacy,Media,Fallo en unidades de medida,Sí,Sí,VAN,0.0,0.0
Éxito,810,2025-04-02,17496,394.92,58.0,EDIFACT,SAP PI,Sin respuesta,1433.06,API,WEBEDI,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-03-24,25104,493.26,72.0,EDIFACT,410,Error de autenticación,1789.91,OFTP,,Media,Duplicado,No,Sí,SAP,0.0,0.0
Éxito,850,2025-12-11,17264,376.01,55.0,EDIFACT,,Timeout,1364.44,FTPS,VAN,Baja,Mal encoding,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-05-26,16538,393.12,57.0,EDIFACT,R/3,Timeout,1426.53,OFTP,Legacy,Baja,Documento parcialmente transmitido,Sí,No,EPICOR,0.0,0.0
Falla,830,2025-11-09,30313,610.89,89.0,EDIFACT,R/3,Sin respuesta,2216.76,API,Legacy,Media,Mal encoding,No,Sí,SEEBURGER,267.0,4.45
Falla,850,2025-12-05,29236,585.62,,X12,,Formato inválido,2125.06,AS2,Legacy,Media,Formato no soportado,Sí,Sí,LEGACY,,
Falla,830,2025-12-21,13191,678.59,99.0,X12,,Sin respuesta,2462.43,OFTP,Legacy,Baja,Error de autenticación,No,Sí,SIMTEL,297.0,4.95
Falla,856,2025-12-25,11824,592.38,87.0,EDIFACT,ECC6.0,Formato inválido,2149.59,AS2,Legacy,Baja,Duplicado,No,Sí,EPICOR,261.0,4.35
Éxito,862,2025-11-01,4815,485.8,,EDIFACT,ECC6.0,Timeout,1762.84,AS2,SAP,Media,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Falla,850,2025-10-15,31800,639.72,94.0,X12,S4HANA,Sin respuesta,,SFTP,WEBEDI,Alta,Formato no soportado,Sí,No,VAN,282.0,4.7
Falla,856,2025-08-22,15857,579.98,85.0,EDIFACT,410,Error de autenticación,2104.6,SFTP,Legacy,Media,Duplicado,No,Sí,SIMTEL,255.0,4.25
Éxito,850,2025-10-24,12770,557.33,81.0,X12,410,Timeout,2022.41,API,WEBEDI,Alta,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Falla,830,2025-07-04,12707,618.63,90.0,EDIFACT,R/3,,2244.85,AS2,Legacy,Alta,Mal encoding,No,Sí,EPICOR,270.0,4.5
Éxito,810,2025-01-19,6841,347.63,51.0,EDIFACT,,Sin respuesta,1261.46,AS2,Legacy,Alta,Falta un campo mandatorio,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-06-03,31283,412.82,60.0,EDIFACT,ECC6.0,Desincronización de reloj,1498.02,FTPS,WEBEDI,Media,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,850,2025-06-15,11408,536.41,78.0,X12,R/3,,1946.49,SFTP,Legacy,Alta,Duplicado,Sí,Sí,SAP,0.0,0.0
Éxito,830,2025-07-08,1953,454.27,66.0,X12,410,Desincronización de reloj,1648.43,AS2,SAP,Baja,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Falla,850,2025-07-14,10034,612.82,90.0,X12,,Sin respuesta,2223.77,OFTP,VAN,Alta,Formato no soportado,No,Sí,SIMTEL,270.0,4.5
Éxito,862,2025-02-04,1893,498.34,73.0,X12,SAP PI,,1808.35,AS2,Legacy,Alta,Desincronización de reloj,Sí,No,SAP,0.0,0.0
Falla,810,2025-08-07,6972,731.87,107.0,X12,SAP PI,Timeout,2655.77,API,Legacy,Alta,Formato no soportado,Sí,No,EPICOR,300.0,5.35
Falla,856,2025-10-09,19154,671.37,98.0,EDIFACT,,Desincronización de reloj,2436.23,OFTP,Legacy,Media,Mal encoding,Sí,Sí,SAP,294.0,4.9
Éxito,830,2025-02-03,9638,513.92,75.0,EDIFACT,SAP PI,Sin respuesta,1864.88,API,SAP,Alta,Fallo en unidades de medida,No,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-05-30,15498,364.18,53.0,X12,S4HANA,Desincronización de reloj,1321.52,AS2,WEBEDI,Media,Desincronización de reloj,No,Sí,SAP,0.0,0.0
Falla,856,2025-08-30,20935,568.9,83.0,EDIFACT,ECC6.0,Error de autenticación,2064.39,AS2,WEBEDI,Baja,Duplicado,No,Sí,EPICOR,249.0,4.15
Éxito,856,2025-03-10,25165,388.67,,X12,S4HANA,Desincronización de reloj,1410.38,AS2,SAP,Media,Desincronización de reloj,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-03-04,30136,402.55,59.0,EDIFACT,ECC6.0,Sin respuesta,1460.75,OFTP,SAP,Media,Mal encoding,No,Sí,EPICOR,0.0,0.0
Éxito,850,2025-12-22,10663,460.6,67.0,X12,ECC6.0,,1671.4,AS2,SAP,Media,Mal encoding,Sí,Sí,VAN,0.0,0.0
Éxito,850,2025-05-21,31779,458.71,67.0,X12,SAP PI,,1664.54,OFTP,Legacy,Media,Mal encoding,No,Sí,VAN,0.0,0.0
Éxito,810,2025-06-18,11898,555.26,81.0,X12,ECC6.0,Timeout,2014.9,OFTP,Legacy,Alta,Falta un campo mandatorio,Sí,No,SAP,0.0,0.0
Éxito,862,2025-09-27,33031,532.74,78.0,EDIFACT,,Desincronización de reloj,1933.18,OFTP,Legacy,Baja,Error de autenticación,Sí,No,EPICOR,0.0,0.0
Éxito,856,2025-07-31,17097,399.08,58.0,EDIFACT,410,Sin respuesta,1448.16,API,Legacy,Media,Documento parcialmente transmitido,Sí,Sí,SAP,0.0,0.0
Éxito,862,2025-09-26,6295,470.43,69.0,EDIFACT,S4HANA,Timeout,1707.07,FTPS,WEBEDI,Alta,Desincronización de reloj,Sí,No,SAP,0.0,0.0
Éxito,862,2025-04-18,25295,364.02,53.0,EDIFACT,R/3,Error de autenticación,1320.93,API,VAN,Media,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,810,2025-12-23,18050,540.19,79.0,EDIFACT,ECC6.0,Sin respuesta,1960.21,API,WEBEDI,Alta,Duplicado,Sí,No,SEEBURGER,0.0,0.0
Éxito,850,2025-04-18,32254,313.98,46.0,X12,S4HANA,Desincronización de reloj,1139.35,AS2,SAP,Alta,Falta un campo mandatorio,Sí,No,SEEBURGER,0.0,0.0
Éxito,862,2025-11-10,9947,476.53,70.0,EDIFACT,SAP PI,Desincronización de reloj,1729.2,API,SAP,Media,Formato no soportado,Sí,Sí,EPICOR,0.0,0.0
Éxito,862,2025-01-30,9994,435.4,64.0,X12,R/3,Formato inválido,1579.95,AS2,Legacy,Alta,Mal encoding,Sí,No,LEGACY,0.0,0.0
Éxito,862,2025-02-25,7864,554.55,81.0,EDIFACT,410,Timeout,2012.32,AS2,Legacy,Baja,Formato no soportado,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-10-20,12796,419.1,61.0,EDIFACT,S4HANA,Desincronización de reloj,1520.81,FTPS,SAP,Baja,Duplicado,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-11-19,9580,415.0,61.0,EDIFACT,S4HANA,Error de autenticación,1505.93,API,Legacy,Baja,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-09-28,22915,539.64,79.0,X12,S4HANA,,1958.21,OFTP,SAP,Alta,Error de autenticación,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-02-14,13533,544.96,,EDIFACT,R/3,Error de autenticación,1977.52,OFTP,Legacy,Media,Certificado expirado,No,Sí,LEGACY,0.0,0.0
Éxito,830,2025-09-05,12249,395.36,58.0,EDIFACT,SAP PI,,1434.66,API,Legacy,Media,Error de autenticación,No,Sí,SEEBURGER,0.0,0.0
Falla,862,2025-11-06,10949,745.67,109.0,X12,SAP PI,Formato inválido,2705.84,AS2,Legacy,Alta,Documento parcialmente transmitido,Sí,Sí,SAP,300.0,5.45
Éxito,810,2025-12-28,14741,452.85,66.0,EDIFACT,SAP PI,Formato inválido,1643.28,OFTP,Legacy,Alta,Documento parcialmente transmitido,Sí,Sí,EPICOR,0.0,0.0
Éxito,830,2025-08-07,8910,505.54,74.0,X12,ECC6.0,Timeout,1834.47,API,SAP,Media,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-11-08,22225,361.83,53.0,EDIFACT,ECC6.0,Sin respuesta,1312.99,AS2,Legacy,Alta,Documento parcialmente transmitido,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-06-12,32240,474.13,69.0,X12,S4HANA,Desincronización de reloj,1720.5,OFTP,SAP,Alta,Documento parcialmente transmitido,Sí,No,SIMTEL,0.0,0.0
Falla,810,2025-09-27,21678,569.23,83.0,EDIFACT,S4HANA,Error de autenticación,2065.59,AS2,VAN,Media,Fallo en unidades de medida,No,Sí,SEEBURGER,249.0,4.15
Éxito,810,2025-10-22,22406,324.37,47.0,X12,R/3,Formato inválido,1177.05,AS2,SAP,Media,Documento parcialmente transmitido,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-11-16,20932,342.11,50.0,X12,ECC6.0,,1241.43,AS2,SAP,Alta,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-07-01,18865,538.18,79.0,EDIFACT,,Formato inválido,1952.92,OFTP,SAP,Baja,Desincronización de reloj,Sí,No,SAP,0.0,0.0
Éxito,856,2025-03-08,3620,554.24,81.0,EDIFACT,,Timeout,2011.19,FTPS,Legacy,Baja,Desincronización de reloj,Sí,No,SAP,0.0,0.0
Éxito,862,2025-11-11,21630,285.29,42.0,EDIFACT,410,Error de autenticación,1035.24,AS2,SAP,Alta,Error de autenticación,No,Sí,VAN,0.0,0.0
Falla,850,2025-10-16,1678,652.08,95.0,EDIFACT,R/3,Sin respuesta,2366.23,FTPS,VAN,Media,Fallo en unidades de medida,Sí,No,VAN,285.0,4.75
Falla,810,2025-09-12,3047,587.57,86.0,X12,S4HANA,,2132.14,AS2,Legacy,Alta,Error de autenticación,No,Sí,EPICOR,258.0,4.3
Éxito,850,2025-09-24,15687,432.84,63.0,X12,R/3,Timeout,1570.66,OFTP,Legacy,Media,Fallo en unidades de medida,Sí,No,SAP,0.0,0.0
Éxito,850,2025-11-20,11727,509.56,74.0,X12,,,1849.06,AS2,SAP,Alta,Documento parcialmente transmitido,Sí,No,LEGACY,0.0,0.0
Éxito,810,2025-09-12,26375,302.91,44.0,X12,R/3,Timeout,1099.18,API,SAP,Baja,Falta un campo mandatorio,Sí,No,EPICOR,0.0,0.0
Falla,850,2025-09-10,32486,570.42,83.0,X12,SAP PI,Error de autenticación,2069.91,AS2,Legacy,Media,Desincronización de reloj,No,Sí,SEEBURGER,249.0,4.15
Éxito,830,2025-04-03,28644,415.37,61.0,EDIFACT,R/3,,1507.27,SFTP,SAP,Alta,Documento parcialmente transmitido,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-11-09,21451,464.4,68.0,EDIFACT,ECC6.0,Desincronización de reloj,1685.19,AS2,Legacy,Baja,Certificado expirado,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-04-30,13732,489.01,71.0,EDIFACT,S4HANA,Timeout,1774.49,AS2,SAP,Media,Falta un campo mandatorio,No,Sí,SAP,0.0,0.0
Falla,810,2025-12-29,18159,620.82,91.0,X12,410,Error de autenticación,2252.8,API,Legacy,Media,Falta un campo mandatorio,No,Sí,SIMTEL,273.0,4.55
Éxito,830,2025-05-29,15517,546.73,80.0,EDIFACT,SAP PI,Formato inválido,1983.94,SFTP,WEBEDI,Media,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-04-10,15635,464.05,68.0,EDIFACT,S4HANA,Timeout,1683.92,API,SAP,Media,Mal encoding,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-01-01,20880,441.07,,EDIFACT,,Desincronización de reloj,1600.53,API,SAP,Media,Formato no soportado,Sí,Sí,SAP,0.0,0.0
Éxito,850,2025-11-17,9276,500.6,73.0,X12,ECC6.0,Sin respuesta,1816.55,AS2,SAP,Baja,Documento parcialmente transmitido,Sí,No,EPICOR,0.0,0.0
Éxito,850,2025-03-02,17676,472.96,69.0,EDIFACT,410,Formato inválido,1716.25,API,SAP,Baja,Desincronización de reloj,Sí,Sí,LEGACY,0.0,0.0
Éxito,830,2025-04-17,15634,343.47,50.0,X12,ECC6.0,Error de autenticación,1246.36,AS2,WEBEDI,Media,Certificado expirado,No,Sí,SAP,0.0,0.0
Éxito,850,2025-11-12,11116,494.25,72.0,X12,SAP PI,Sin respuesta,,FTPS,Legacy,Alta,Documento parcialmente transmitido,Sí,No,SAP,0.0,0.0
Éxito,810,2025-08-01,31610,497.82,73.0,EDIFACT,S4HANA,Desincronización de reloj,1806.46,API,VAN,Alta,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-07-31,17869,513.31,75.0,EDIFACT,SAP PI,Timeout,1862.67,FTPS,Legacy,Alta,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-01-24,19512,399.66,58.0,X12,ECC6.0,Desincronización de reloj,,AS2,SAP,Alta,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-06-20,23928,420.01,61.0,EDIFACT,,Timeout,1524.11,AS2,SAP,Alta,Fallo en unidades de medida,Sí,Sí,SIMTEL,0.0,0.0
Falla,856,2025-06-29,25708,663.92,97.0,EDIFACT,ECC6.0,Formato inválido,2409.19,AS2,SAP,Baja,Mal encoding,No,Sí,VAN,291.0,4.85
Éxito,830,2025-10-14,26565,425.94,62.0,X12,R/3,Timeout,1545.63,SFTP,Legacy,Baja,Desincronización de reloj,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-11-23,16338,550.92,81.0,EDIFACT,R/3,Desincronización de reloj,1999.15,AS2,SAP,Alta,Documento parcialmente transmitido,No,Sí,VAN,0.0,0.0
Éxito,830,2025-04-19,12047,420.31,61.0,EDIFACT,SAP PI,Sin respuesta,1525.2,AS2,SAP,Baja,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-01-06,26493,310.89,45.0,X12,ECC6.0,,1128.14,API,Legacy,Baja,Desincronización de reloj,Sí,No,SEEBURGER,0.0,0.0
Éxito,830,2025-11-24,12249,489.61,72.0,EDIFACT,S4HANA,Sin respuesta,1776.67,API,Legacy,Baja,Mal encoding,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-04-14,26997,561.28,82.0,EDIFACT,410,Timeout,2036.74,API,,Alta,Error de autenticación,Sí,No,SIMTEL,0.0,0.0
Éxito,856,2025-12-20,3054,466.63,68.0,EDIFACT,SAP PI,Error de autenticación,1693.28,FTPS,Legacy,Media,Desincronización de reloj,No,Sí,VAN,0.0,0.0
Éxito,856,2025-05-25,28762,300.38,44.0,X12,S4HANA,Desincronización de reloj,1090.0,FTPS,WEBEDI,Media,Duplicado,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-05-11,26742,276.67,40.0,X12,ECC6.0,Desincronización de reloj,1003.96,AS2,,Media,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Falla,810,2025-02-04,30178,615.36,90.0,EDIFACT,ECC6.0,Error de autenticación,2232.98,API,SAP,Alta,Formato no soportado,Sí,Sí,SAP,270.0,4.5
Éxito,810,2025-06-07,3970,498.57,73.0,X12,SAP PI,Sin respuesta,1809.18,API,Legacy,Alta,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-06-03,17800,560.72,,X12,S4HANA,Sin respuesta,2034.71,API,WEBEDI,Baja,Fallo en unidades de medida,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-09-17,2975,523.17,76.0,X12,SAP PI,Desincronización de reloj,1898.45,AS2,SAP,Media,Falta un campo mandatorio,Sí,Sí,VAN,0.0,0.0
Éxito,830,2025-06-15,32610,474.42,69.0,EDIFACT,ECC6.0,Timeout,1721.55,API,SAP,Alta,Fallo en unidades de medida,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-01-04,24362,330.3,48.0,EDIFACT,R/3,Formato inválido,1198.57,API,Legacy,Media,Error de autenticación,No,Sí,VAN,0.0,0.0
Falla,862,2025-02-28,15260,594.58,87.0,EDIFACT,SAP PI,Sin respuesta,2157.58,AS2,WEBEDI,Media,Falta un campo mandatorio,No,Sí,SAP,261.0,4.35
Éxito,830,2025-12-18,1838,531.93,78.0,X12,ECC6.0,,1930.24,AS2,SAP,Media,Desincronización de reloj,Sí,Sí,LEGACY,0.0,0.0
Falla,856,2025-06-20,8492,574.06,84.0,X12,SAP PI,,2083.12,OFTP,SAP,Alta,Certificado expirado,No,Sí,LEGACY,252.0,4.2
Éxito,830,2025-07-22,26345,464.37,68.0,EDIFACT,,Error de autenticación,,AS2,SAP,Alta,Desincronización de reloj,Sí,Sí,LEGACY,0.0,0.0
Éxito,862,2025-10-19,32285,425.86,62.0,EDIFACT,ECC6.0,,1545.34,OFTP,SAP,Alta,Certificado expirado,Sí,Sí,EPICOR,0.0,0.0
Éxito,850,2025-11-12,32898,489.41,72.0,X12,ECC6.0,Timeout,1775.94,API,SAP,Alta,Mal encoding,No,Sí,SAP,0.0,0.0
Falla,830,2025-01-15,2588,626.76,,X12,R/3,Desincronización de reloj,2274.35,API,SAP,Media,Error de autenticación,No,Sí,EPICOR,,
Éxito,850,2025-03-31,2794,343.38,50.0,X12,410,Sin respuesta,1246.04,FTPS,SAP,Alta,Falta un campo mandatorio,Sí,Sí,VAN,0.0,0.0
Éxito,856,2025-04-10,10349,502.07,73.0,X12,R/3,Desincronización de reloj,1821.88,AS2,Legacy,Baja,Error de autenticación,Sí,Sí,SAP,0.0,0.0
Falla,862,2025-06-19,31573,580.5,85.0,X12,S4HANA,Error de autenticación,2106.48,SFTP,SAP,Baja,Error de autenticación,Sí,No,LEGACY,255.0,4.25
Éxito,862,2025-06-23,7465,530.8,78.0,EDIFACT,,Sin respuesta,1926.14,API,Legacy,Media,Mal encoding,Sí,No,SIMTEL,0.0,0.0
Falla,810,2025-12-11,4329,607.31,89.0,X12,410,,2203.77,AS2,Legacy,Alta,Mal encoding,Sí,No,SEEBURGER,267.0,4.45
Éxito,862,2025-09-03,7973,346.5,51.0,EDIFACT,R/3,Timeout,1257.36,AS2,Legacy,Baja,Mal encoding,Sí,Sí,SIMTEL,0.0,0.0
Falla,830,2025-08-31,21858,608.73,89.0,EDIFACT,SAP PI,Desincronización de reloj,2208.92,API,WEBEDI,Baja,Fallo en unidades de medida,No,Sí,VAN,267.0,4.45
Éxito,830,2025-01-19,24546,437.58,64.0,X12,S4HANA,Sin respuesta,1587.86,OFTP,Legacy,Alta,Desincronización de reloj,Sí,No,SEEBURGER,0.0,0.0
Éxito,830,2025-11-27,31829,290.49,42.0,EDIFACT,S4HANA,Formato inválido,1054.11,OFTP,SAP,Baja,Duplicado,Sí,No,SAP,0.0,0.0
Éxito,856,2025-03-11,22842,467.32,68.0,X12,410,Formato inválido,1695.78,OFTP,SAP,Media,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-09-04,8065,416.11,61.0,X12,410,Error de autenticación,1509.96,FTPS,VAN,Baja,Documento parcialmente transmitido,Sí,Sí,SAP,0.0,0.0
Éxito,862,2025-03-21,2837,483.59,71.0,EDIFACT,ECC6.0,,1754.82,API,SAP,Alta,Formato no soportado,Sí,Sí,SAP,0.0,0.0
Éxito,830,2025-11-18,12049,348.01,51.0,X12,S4HANA,Timeout,1262.84,API,Legacy,Baja,Falta un campo mandatorio,No,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-08-24,16650,487.68,71.0,EDIFACT,ECC6.0,Error de autenticación,1769.66,AS2,Legacy,Media,Documento parcialmente transmitido,No,Sí,EPICOR,0.0,0.0
Éxito,810,2025-10-02,16682,442.51,65.0,EDIFACT,SAP PI,,1605.75,OFTP,WEBEDI,Baja,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Falla,862,2025-06-21,3168,698.79,102.0,X12,410,Error de autenticación,2535.73,AS2,Legacy,Media,Mal encoding,Sí,No,EPICOR,300.0,5.1
Éxito,862,2025-08-25,19710,517.38,76.0,X12,ECC6.0,Sin respuesta,1877.44,API,SAP,Baja,Error de autenticación,No,Sí,VAN,0.0,0.0
Éxito,850,2025-07-31,33182,522.83,76.0,EDIFACT,S4HANA,Formato inválido,1897.22,API,SAP,Baja,Error de autenticación,Sí,Sí,SAP,0.0,0.0
Éxito,862,2025-01-29,30107,477.19,70.0,EDIFACT,SAP PI,Sin respuesta,1731.6,API,SAP,Baja,Desincronización de reloj,No,Sí,LEGACY,0.0,0.0
Falla,830,2025-09-24,2713,624.75,91.0,EDIFACT,410,Formato inválido,2267.06,AS2,VAN,Alta,Falta un campo mandatorio,No,Sí,VAN,273.0,4.55
